MESE,ANNO,TIPO_SOGGETTO,TIPOLOGIA_DI_RETTIFICA,STATO_DI_LAVORAZIONE,TOTALE
11,2021,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,43
11,2021,Residenti,RESIDENZA: CAP,IRRICEVIBILE,56
11,2021,Residenti,RESIDENZA: CAP,RESPINTA,25
11,2021,Residenti,RESIDENZA: CIVICO,ACCOLTA,207
11,2021,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,174
11,2021,Residenti,RESIDENZA: CIVICO,IRRICEVIBILE,130
11,2021,Residenti,RESIDENZA: CIVICO,RESPINTA,41
11,2021,Residenti,RESIDENZA: COMUNE,ACCOLTA,18
11,2021,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,32
11,2021,Residenti,RESIDENZA: COMUNE,IRRICEVIBILE,34
11,2021,Residenti,RESIDENZA: COMUNE,RESPINTA,6
11,2021,Residenti,RESIDENZA: CORTE,ACCOLTA,1
11,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,151
11,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,126
11,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,113
11,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,36
11,2021,Residenti,RESIDENZA: ESPONENTE1,ACCOLTA,12
11,2021,Residenti,RESIDENZA: ESPONENTE1,IN LAVORAZIONE,10
11,2021,Residenti,RESIDENZA: ESPONENTE1,IRRICEVIBILE,6
11,2021,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,16
11,2021,Residenti,RESIDENZA: FRAZIONE,IN LAVORAZIONE,16
11,2021,Residenti,RESIDENZA: FRAZIONE,IRRICEVIBILE,7
11,2021,Residenti,RESIDENZA: FRAZIONE,RESPINTA,2
11,2021,Residenti,RESIDENZA: INTERNO1,ACCOLTA,76
11,2021,Residenti,RESIDENZA: INTERNO1,IN LAVORAZIONE,28
11,2021,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,37
11,2021,Residenti,RESIDENZA: INTERNO1,RESPINTA,54
11,2021,Residenti,RESIDENZA: INTERNO2,RESPINTA,1
11,2021,Residenti,RESIDENZA: ISOLATO,ACCOLTA,1
11,2021,Residenti,RESIDENZA: ISOLATO,IN LAVORAZIONE,3
11,2021,Residenti,RESIDENZA: ISOLATO,RESPINTA,6
11,2021,Residenti,RESIDENZA: LETTERA,ACCOLTA,5
11,2021,Residenti,RESIDENZA: LETTERA,IN LAVORAZIONE,12
11,2021,Residenti,RESIDENZA: LETTERA,IRRICEVIBILE,5
11,2021,Residenti,RESIDENZA: LETTERA,RESPINTA,1
11,2021,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,11
11,2021,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,14
11,2021,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,19
11,2021,Residenti,RESIDENZA: PROVINCIA,RESPINTA,5
11,2021,Residenti,RESIDENZA: SCALA,ACCOLTA,20
11,2021,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,11
11,2021,Residenti,RESIDENZA: SCALA,IRRICEVIBILE,6
11,2021,Residenti,RESIDENZA: SCALA,RESPINTA,17
11,2021,Residenti,RESIDENZA: SCALAESTERNA,IN LAVORAZIONE,1
11,2021,Residenti,RESIDENZA: SPECIE,ACCOLTA,51
11,2021,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,43
11,2021,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,38
11,2021,Residenti,RESIDENZA: SPECIE,RESPINTA,10
11,2021,Residenti,RISOLUZIONE CONVIVENZA: DATAEVENTO,ACCOLTA,1
11,2021,Residenti,RISOLUZIONE CONVIVENZA: LUOGOEVENTO,ACCOLTA,3
11,2021,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,ACCOLTA,2
11,2021,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,1303
11,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,766
11,2021,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,507
11,2021,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,186
11,2021,Residenti,UNIONE CIVILE: ANNO,ACCOLTA,1
11,2021,Residenti,UNIONE CIVILE: CODICEFISCALE,ACCOLTA,6
11,2021,Residenti,UNIONE CIVILE: DATAEVENTO,ACCOLTA,4
11,2021,Residenti,UNIONE CIVILE: DATAFORMAZIONEATTO,ACCOLTA,1
11,2021,Residenti,UNIONE CIVILE: DATANASCITA,ACCOLTA,4
11,2021,Residenti,UNIONE CIVILE: LUOGOEVENTO,ACCOLTA,3
11,2021,Residenti,UNIONE CIVILE: LUOGONASCITA,ACCOLTA,7
11,2021,Residenti,UNIONE CIVILE: NUMEROATTO,ACCOLTA,1
11,2021,Residenti,UNIONE CIVILE: PARTE,ACCOLTA,1
11,2021,Residenti,UNIONE CIVILE: SERIE,ACCOLTA,1
11,2021,Residenti,VEDOVANZA: ANNO,ACCOLTA,1
11,2021,Residenti,VEDOVANZA: ANNO,IN LAVORAZIONE,1
11,2021,Residenti,VEDOVANZA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
11,2021,Residenti,VEDOVANZA: DATAEVENTO,ACCOLTA,3
11,2021,Residenti,VEDOVANZA: DATAEVENTO,IN LAVORAZIONE,1
11,2021,Residenti,VEDOVANZA: DATAEVENTO,IRRICEVIBILE,2
11,2021,Residenti,VEDOVANZA: LUOGOEVENTO,IN LAVORAZIONE,1
11,2021,Residenti,VEDOVANZA: LUOGOEVENTO,IRRICEVIBILE,1
11,2021,Residenti,VEDOVANZA: NUMEROATTO,IN LAVORAZIONE,1
11,2021,Residenti,VEDOVANZA: PARTE,IN LAVORAZIONE,1
11,2021,Residenti,VEDOVANZA: SERIE,IN LAVORAZIONE,1
12,2021,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,8
12,2021,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,3
12,2021,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,1
12,2021,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,5
12,2021,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,3
12,2021,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,1
12,2021,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,7
12,2021,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,3
12,2021,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,1
12,2021,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,7
12,2021,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,3
12,2021,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,1
12,2021,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,7
12,2021,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,3
12,2021,AIRE,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,1
12,2021,AIRE,LEGAME PARENTELA,ACCOLTA,1
12,2021,AIRE,LEGAME PARENTELA,IN LAVORAZIONE,1
12,2021,AIRE,LEGAME PARENTELA,IRRICEVIBILE,1
12,2021,AIRE,LEGAME PARENTELA,RESPINTA,2
12,2021,AIRE,MATRIMONIO: CODICEFISCALE,ACCOLTA,40
12,2021,AIRE,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,7
12,2021,AIRE,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,2
12,2021,AIRE,MATRIMONIO: CODICEFISCALE,RESPINTA,1
12,2021,AIRE,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,15
12,2021,AIRE,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,5
12,2021,AIRE,MATRIMONIO: CONIUGENOME,ACCOLTA,64
12,2021,AIRE,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,10
12,2021,AIRE,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,2
12,2021,AIRE,MATRIMONIO: CONIUGENOME,RESPINTA,1
12,2021,AIRE,MATRIMONIO: DATAEVENTO,ACCOLTA,3
12,2021,AIRE,MATRIMONIO: DATANASCITA,ACCOLTA,65
12,2021,AIRE,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,10
12,2021,AIRE,MATRIMONIO: DATANASCITA,IRRICEVIBILE,2
12,2021,AIRE,MATRIMONIO: DATANASCITA,RESPINTA,2
12,2021,AIRE,MATRIMONIO: LUOGOEVENTO,ACCOLTA,34
12,2021,AIRE,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,6
12,2021,AIRE,MATRIMONIO: LUOGOEVENTO,RESPINTA,3
12,2021,AIRE,MATRIMONIO: LUOGONASCITA,ACCOLTA,70
12,2021,AIRE,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,10
12,2021,AIRE,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,2
12,2021,AIRE,MATRIMONIO: LUOGONASCITA,RESPINTA,2
12,2021,AIRE,RESIDENZA: CAP,IN LAVORAZIONE,1
12,2021,AIRE,RESIDENZA: CAPESTERO,ACCOLTA,24
12,2021,AIRE,RESIDENZA: CAPESTERO,IN LAVORAZIONE,2
12,2021,AIRE,RESIDENZA: CAPESTERO,IRRICEVIBILE,5
12,2021,AIRE,RESIDENZA: CIVICO,IN LAVORAZIONE,1
12,2021,AIRE,RESIDENZA: CIVICOESTERO,ACCOLTA,2
12,2021,AIRE,RESIDENZA: CIVICOESTERO,IN LAVORAZIONE,1
12,2021,AIRE,RESIDENZA: CIVICOESTERO,IRRICEVIBILE,1
12,2021,AIRE,RESIDENZA: COMUNE,IN LAVORAZIONE,1
12,2021,AIRE,RESIDENZA: CONSOLATO,ACCOLTA,3
12,2021,AIRE,RESIDENZA: CONSOLATO,IRRICEVIBILE,2
12,2021,AIRE,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,1
12,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,ACCOLTA,44
12,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,IN LAVORAZIONE,10
12,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,IRRICEVIBILE,10
12,2021,AIRE,RESIDENZA: INDIRIZZOESTERO,RESPINTA,1
12,2021,AIRE,RESIDENZA: LOCALITAESTERA,ACCOLTA,9
12,2021,AIRE,RESIDENZA: LOCALITAESTERA,IN LAVORAZIONE,3
12,2021,AIRE,RESIDENZA: LOCALITAESTERA,IRRICEVIBILE,4
12,2021,AIRE,RESIDENZA: PROVINCIA,IN LAVORAZIONE,1
12,2021,AIRE,RESIDENZA: PROVINCIACONTEA,ACCOLTA,2
12,2021,AIRE,RESIDENZA: SPECIE,IN LAVORAZIONE,1
12,2021,AIRE,RESIDENZA: STATOESTERO,ACCOLTA,1
12,2021,AIRE,RESIDENZA: STATOESTERO,IN LAVORAZIONE,1
12,2021,AIRE,RESIDENZA: STATOESTERO,IRRICEVIBILE,2
12,2021,AIRE,STATO CIVILE: STATOCIVILE,ACCOLTA,14
12,2021,AIRE,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,8
12,2021,AIRE,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,5
12,2021,AIRE,STATO CIVILE: STATOCIVILE,RESPINTA,2
12,2021,Residenti,ATTO DI NASCITA: ANNO,ACCOLTA,3
12,2021,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,2
12,2021,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IN LAVORAZIONE,4
12,2021,Residenti,ATTO DI NASCITA: COMUNEREGISTRAZIONE,IRRICEVIBILE,2
12,2021,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,15
12,2021,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,23
12,2021,Residenti,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,6
12,2021,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,16
12,2021,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,14
12,2021,Residenti,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,5
12,2021,Residenti,CARTA DI IDENTITÀ: DATAANNULLAMENTO,IRRICEVIBILE,2
12,2021,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,24
12,2021,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,28
12,2021,Residenti,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,7
12,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,38
12,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,30
12,2021,Residenti,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,7
12,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,28
12,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,30
12,2021,Residenti,CARTA DI IDENTITÀ: NUMERO,IRRICEVIBILE,7
12,2021,Residenti,CONVIVENZA DI FATTO: LUOGOEVENTO,IN LAVORAZIONE,1
12,2021,Residenti,DIVORZIO: ANNO,ACCOLTA,2
12,2021,Residenti,DIVORZIO: ANNO,RESPINTA,1
12,2021,Residenti,DIVORZIO: AUTORITA,ACCOLTA,2
12,2021,Residenti,DIVORZIO: AUTORITA,IN LAVORAZIONE,1
12,2021,Residenti,DIVORZIO: AUTORITA,RESPINTA,1
12,2021,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,ACCOLTA,2
12,2021,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,IN LAVORAZIONE,1
12,2021,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,IRRICEVIBILE,1
12,2021,Residenti,DIVORZIO: COMUNEREGISTRAZIONE,RESPINTA,1
12,2021,Residenti,DIVORZIO: DATAFORMAZIONEATTO,ACCOLTA,3
12,2021,Residenti,DIVORZIO: DATAFORMAZIONEATTO,RESPINTA,1
12,2021,Residenti,DIVORZIO: DATASENTENZA,ACCOLTA,3
12,2021,Residenti,DIVORZIO: DATASENTENZA,IN LAVORAZIONE,1
12,2021,Residenti,DIVORZIO: DATASENTENZA,IRRICEVIBILE,1
12,2021,Residenti,DIVORZIO: DATASENTENZA,RESPINTA,1
12,2021,Residenti,DIVORZIO: NUMEROATTO,ACCOLTA,3
12,2021,Residenti,DIVORZIO: NUMEROATTO,RESPINTA,1
12,2021,Residenti,DIVORZIO: NUMEROSENTENZA,ACCOLTA,2
12,2021,Residenti,DIVORZIO: NUMEROSENTENZA,IN LAVORAZIONE,1
12,2021,Residenti,DIVORZIO: NUMEROSENTENZA,IRRICEVIBILE,1
12,2021,Residenti,DIVORZIO: NUMEROSENTENZA,RESPINTA,1
12,2021,Residenti,DIVORZIO: PARTE,RESPINTA,1
12,2021,Residenti,DIVORZIO: SERIE,RESPINTA,1
12,2021,Residenti,DIVORZIO: TIPOCESSAZIONE,ACCOLTA,2
12,2021,Residenti,DIVORZIO: TIPOCESSAZIONE,IRRICEVIBILE,1
12,2021,Residenti,DIVORZIO: TIPOCESSAZIONE,RESPINTA,1
12,2021,Residenti,DIVORZIO: TIPOTRIBUNALE,ACCOLTA,2
12,2021,Residenti,DIVORZIO: TIPOTRIBUNALE,IN LAVORAZIONE,1
12,2021,Residenti,DIVORZIO: TIPOTRIBUNALE,IRRICEVIBILE,1
12,2021,Residenti,DIVORZIO: TIPOTRIBUNALE,RESPINTA,1
12,2021,Residenti,GENERALITÀ: CODICEFISCALE,IRRICEVIBILE,1
12,2021,Residenti,GENERALITÀ: COGNOME,ACCOLTA,7
12,2021,Residenti,GENERALITÀ: COGNOME,IN LAVORAZIONE,4
12,2021,Residenti,GENERALITÀ: COGNOME,IRRICEVIBILE,2
12,2021,Residenti,GENERALITÀ: COGNOME,RESPINTA,2
12,2021,Residenti,GENERALITÀ: LUOGONASCITA,ACCOLTA,8
12,2021,Residenti,GENERALITÀ: LUOGONASCITA,IN LAVORAZIONE,1
12,2021,Residenti,GENERALITÀ: LUOGONASCITA,IRRICEVIBILE,2
12,2021,Residenti,GENERALITÀ: LUOGONASCITA,RESPINTA,1
12,2021,Residenti,GENERALITÀ: NOME,ACCOLTA,4
12,2021,Residenti,GENERALITÀ: NOME,IN LAVORAZIONE,3
12,2021,Residenti,GENERALITÀ: NOME,IRRICEVIBILE,3
12,2021,Residenti,GENERALITÀ: SESSO,IN LAVORAZIONE,1
12,2021,Residenti,LEGAME PARENTELA,ACCOLTA,207
12,2021,Residenti,LEGAME PARENTELA,IN LAVORAZIONE,105
12,2021,Residenti,LEGAME PARENTELA,IRRICEVIBILE,86
12,2021,Residenti,LEGAME PARENTELA,RESPINTA,25
12,2021,Residenti,MATRIMONIO: CODICEFISCALE,ACCOLTA,62
12,2021,Residenti,MATRIMONIO: CODICEFISCALE,IN LAVORAZIONE,32
12,2021,Residenti,MATRIMONIO: CODICEFISCALE,IRRICEVIBILE,11
12,2021,Residenti,MATRIMONIO: CODICEFISCALE,RESPINTA,2
12,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,ACCOLTA,28
12,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,IN LAVORAZIONE,13
12,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,IRRICEVIBILE,6
12,2021,Residenti,MATRIMONIO: CONIUGECOGNOME,RESPINTA,1
12,2021,Residenti,MATRIMONIO: CONIUGENOME,ACCOLTA,27
12,2021,Residenti,MATRIMONIO: CONIUGENOME,IN LAVORAZIONE,13
12,2021,Residenti,MATRIMONIO: CONIUGENOME,IRRICEVIBILE,7
12,2021,Residenti,MATRIMONIO: DATAEVENTO,ACCOLTA,45
12,2021,Residenti,MATRIMONIO: DATAEVENTO,IN LAVORAZIONE,19
12,2021,Residenti,MATRIMONIO: DATAEVENTO,IRRICEVIBILE,9
12,2021,Residenti,MATRIMONIO: DATAEVENTO,RESPINTA,2
12,2021,Residenti,MATRIMONIO: DATANASCITA,ACCOLTA,68
12,2021,Residenti,MATRIMONIO: DATANASCITA,IN LAVORAZIONE,30
12,2021,Residenti,MATRIMONIO: DATANASCITA,IRRICEVIBILE,9
12,2021,Residenti,MATRIMONIO: DATANASCITA,RESPINTA,2
12,2021,Residenti,MATRIMONIO: LUOGOEVENTO,ACCOLTA,34
12,2021,Residenti,MATRIMONIO: LUOGOEVENTO,IN LAVORAZIONE,18
12,2021,Residenti,MATRIMONIO: LUOGOEVENTO,IRRICEVIBILE,12
12,2021,Residenti,MATRIMONIO: LUOGOEVENTO,RESPINTA,2
12,2021,Residenti,MATRIMONIO: LUOGONASCITA,ACCOLTA,71
12,2021,Residenti,MATRIMONIO: LUOGONASCITA,IN LAVORAZIONE,39
12,2021,Residenti,MATRIMONIO: LUOGONASCITA,IRRICEVIBILE,19
12,2021,Residenti,MATRIMONIO: LUOGONASCITA,RESPINTA,3
12,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,ACCOLTA,16
12,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IN LAVORAZIONE,8
12,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,IRRICEVIBILE,8
12,2021,Residenti,PERMESSO DI SOGGIORNO: COMUNERILASCIO,RESPINTA,1
12,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,ACCOLTA,46
12,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IN LAVORAZIONE,15
12,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,IRRICEVIBILE,30
12,2021,Residenti,PERMESSO DI SOGGIORNO: DATARILASCIO,RESPINTA,4
12,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,ACCOLTA,44
12,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IN LAVORAZIONE,16
12,2021,Residenti,PERMESSO DI SOGGIORNO: DATASCADENZA,IRRICEVIBILE,27
12,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,ACCOLTA,13
12,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IN LAVORAZIONE,5
12,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,IRRICEVIBILE,12
12,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROPASSAPORTO,RESPINTA,4
12,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,ACCOLTA,40
12,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IN LAVORAZIONE,17
12,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,IRRICEVIBILE,30
12,2021,Residenti,PERMESSO DI SOGGIORNO: NUMEROSOGGIORNO,RESPINTA,3
12,2021,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,ACCOLTA,15
12,2021,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IN LAVORAZIONE,6
12,2021,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,IRRICEVIBILE,10
12,2021,Residenti,PERMESSO DI SOGGIORNO: QUESTURARILASCIOSOGGIORNO,RESPINTA,1
12,2021,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,ACCOLTA,15
12,2021,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IN LAVORAZIONE,8
12,2021,Residenti,PERMESSO DI SOGGIORNO: TIPOSOGGIORNO,IRRICEVIBILE,8
12,2021,Residenti,RESIDENZA: CAP,ACCOLTA,32
12,2021,Residenti,RESIDENZA: CAP,IN LAVORAZIONE,22
12,2021,Residenti,RESIDENZA: CAP,IRRICEVIBILE,32
12,2021,Residenti,RESIDENZA: CAP,RESPINTA,9
12,2021,Residenti,RESIDENZA: CIVICO,ACCOLTA,84
12,2021,Residenti,RESIDENZA: CIVICO,IN LAVORAZIONE,59
12,2021,Residenti,RESIDENZA: CIVICO,IRRICEVIBILE,61
12,2021,Residenti,RESIDENZA: CIVICO,RESPINTA,20
12,2021,Residenti,RESIDENZA: COLORE,IN LAVORAZIONE,1
12,2021,Residenti,RESIDENZA: COMUNE,ACCOLTA,19
12,2021,Residenti,RESIDENZA: COMUNE,IN LAVORAZIONE,14
12,2021,Residenti,RESIDENZA: COMUNE,IRRICEVIBILE,25
12,2021,Residenti,RESIDENZA: COMUNE,RESPINTA,3
12,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,ACCOLTA,67
12,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IN LAVORAZIONE,52
12,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,IRRICEVIBILE,61
12,2021,Residenti,RESIDENZA: DENOMINAZIONETOPONIMO,RESPINTA,22
12,2021,Residenti,RESIDENZA: ESPONENTE1,IN LAVORAZIONE,2
12,2021,Residenti,RESIDENZA: ESPONENTE1,IRRICEVIBILE,3
12,2021,Residenti,RESIDENZA: FRAZIONE,ACCOLTA,3
12,2021,Residenti,RESIDENZA: FRAZIONE,IN LAVORAZIONE,2
12,2021,Residenti,RESIDENZA: FRAZIONE,IRRICEVIBILE,6
12,2021,Residenti,RESIDENZA: INTERNO1,ACCOLTA,17
12,2021,Residenti,RESIDENZA: INTERNO1,IN LAVORAZIONE,8
12,2021,Residenti,RESIDENZA: INTERNO1,IRRICEVIBILE,25
12,2021,Residenti,RESIDENZA: INTERNO1,RESPINTA,22
12,2021,Residenti,RESIDENZA: ISOLATO,IRRICEVIBILE,1
12,2021,Residenti,RESIDENZA: ISOLATO,RESPINTA,4
12,2021,Residenti,RESIDENZA: LETTERA,ACCOLTA,6
12,2021,Residenti,RESIDENZA: LETTERA,IN LAVORAZIONE,4
12,2021,Residenti,RESIDENZA: LETTERA,IRRICEVIBILE,7
12,2021,Residenti,RESIDENZA: PROVINCIA,ACCOLTA,12
12,2021,Residenti,RESIDENZA: PROVINCIA,IN LAVORAZIONE,5
12,2021,Residenti,RESIDENZA: PROVINCIA,IRRICEVIBILE,17
12,2021,Residenti,RESIDENZA: PROVINCIA,RESPINTA,2
12,2021,Residenti,RESIDENZA: SCALA,ACCOLTA,3
12,2021,Residenti,RESIDENZA: SCALA,IN LAVORAZIONE,5
12,2021,Residenti,RESIDENZA: SCALA,IRRICEVIBILE,8
12,2021,Residenti,RESIDENZA: SCALA,RESPINTA,9
12,2021,Residenti,RESIDENZA: SPECIE,ACCOLTA,21
12,2021,Residenti,RESIDENZA: SPECIE,IN LAVORAZIONE,14
12,2021,Residenti,RESIDENZA: SPECIE,IRRICEVIBILE,18
12,2021,Residenti,RESIDENZA: SPECIE,RESPINTA,4
12,2021,Residenti,RISOLUZIONE CONVIVENZA: LUOGOEVENTO,ACCOLTA,1
12,2021,Residenti,RISOLUZIONE CONVIVENZA: LUOGOEVENTO,IN LAVORAZIONE,1
12,2021,Residenti,RISOLUZIONE CONVIVENZA: MOTIVORISOLUZIONE,IN LAVORAZIONE,1
12,2021,Residenti,STATO CIVILE: STATOCIVILE,ACCOLTA,370
12,2021,Residenti,STATO CIVILE: STATOCIVILE,IN LAVORAZIONE,261
12,2021,Residenti,STATO CIVILE: STATOCIVILE,IRRICEVIBILE,183
12,2021,Residenti,STATO CIVILE: STATOCIVILE,RESPINTA,57
12,2021,Residenti,UNIONE CIVILE: CODICEFISCALE,ACCOLTA,2
12,2021,Residenti,UNIONE CIVILE: CODICEFISCALE,IN LAVORAZIONE,1
12,2021,Residenti,UNIONE CIVILE: DATANASCITA,ACCOLTA,1
12,2021,Residenti,UNIONE CIVILE: LUOGONASCITA,ACCOLTA,1
12,2021,Residenti,VEDOVANZA: ANNO,ACCOLTA,1
12,2021,Residenti,VEDOVANZA: DATAEVENTO,ACCOLTA,1
1,2022,AIRE,ATTO DI NASCITA: COMUNEREGISTRAZIONE,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: CARTACEAELETTRONICA,IRRICEVIBILE,2
1,2022,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: COMUNERILASCIO,IRRICEVIBILE,2
1,2022,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: DATARILASCIO,IRRICEVIBILE,2
1,2022,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IN LAVORAZIONE,3
1,2022,AIRE,CARTA DI IDENTITÀ: DATASCADENZA,IRRICEVIBILE,2
1,2022,AIRE,CARTA DI IDENTITÀ: NUMERO,ACCOLTA,1
1,2022,AIRE,CARTA DI IDENTITÀ: NUMERO,IN LAVORAZIONE,3
