MESE,ANNO,REGIONE,PROVINCIA,COD_ISTAT_COMUNE,COMUNE,RESIDENTI
2,2025,LOMBARDIA,SONDRIO,014031,GEROLA ALTA,160
2,2025,LOMBARDIA,SONDRIO,014032,GORDONA,1963
2,2025,LOMBARDIA,SONDRIO,014033,GROSIO,4271
2,2025,LOMBARDIA,SONDRIO,014034,GROSOTTO,1657
2,2025,LOMBARDIA,SONDRIO,014036,LANZADA,1234
2,2025,LOMBARDIA,SONDRIO,014037,LIVIGNO,6784
2,2025,LOMBARDIA,SONDRIO,014038,LOVERO,621
2,2025,LOMBARDIA,SONDRIO,014035,MADESIMO,509
2,2025,LOMBARDIA,SONDRIO,014039,MANTELLO,752
2,2025,LOMBARDIA,SONDRIO,014040,MAZZO DI VALTELLINA,1014
2,2025,LOMBARDIA,SONDRIO,014041,MELLO,948
2,2025,LOMBARDIA,SONDRIO,014043,MESE,1872
2,2025,LOMBARDIA,SONDRIO,014044,MONTAGNA IN VALTELLINA,2959
2,2025,LOMBARDIA,SONDRIO,014045,MORBEGNO,12420
2,2025,LOMBARDIA,SONDRIO,014046,NOVATE MEZZOLA,1906
2,2025,LOMBARDIA,SONDRIO,014047,PEDESINA,37
2,2025,LOMBARDIA,SONDRIO,014048,PIANTEDO,1437
2,2025,LOMBARDIA,SONDRIO,014049,PIATEDA,2074
2,2025,LOMBARDIA,SONDRIO,014050,PIURO,1927
2,2025,LOMBARDIA,SONDRIO,014051,POGGIRIDENTI,1829
2,2025,LOMBARDIA,SONDRIO,014052,PONTE IN VALTELLINA,2198
2,2025,LOMBARDIA,SONDRIO,014053,POSTALESIO,662
2,2025,LOMBARDIA,SONDRIO,014054,PRATA CAMPORTACCIO,2967
2,2025,LOMBARDIA,SONDRIO,014055,RASURA,285
2,2025,LOMBARDIA,SONDRIO,014056,ROGOLO,569
2,2025,LOMBARDIA,SONDRIO,014057,SAMOLACO,2906
2,2025,LOMBARDIA,SONDRIO,014058,SAN GIACOMO FILIPPO,368
2,2025,LOMBARDIA,SONDRIO,014059,SERNIO,494
2,2025,LOMBARDIA,SONDRIO,014060,SONDALO,3891
2,2025,LOMBARDIA,SONDRIO,014061,SONDRIO,21403
2,2025,LOMBARDIA,SONDRIO,014062,SPRIANA,80
2,2025,LOMBARDIA,SONDRIO,014063,TALAMONA,4596
2,2025,LOMBARDIA,SONDRIO,014064,TARTANO,199
2,2025,LOMBARDIA,SONDRIO,014065,TEGLIO,4709
2,2025,LOMBARDIA,SONDRIO,014066,TIRANO,8870
2,2025,LOMBARDIA,SONDRIO,014067,TORRE DI SANTA MARIA,721
2,2025,LOMBARDIA,SONDRIO,014068,TOVO DI SANT'AGATA,614
2,2025,LOMBARDIA,SONDRIO,014069,TRAONA,2910
2,2025,LOMBARDIA,SONDRIO,014070,TRESIVIO,2055
2,2025,LOMBARDIA,SONDRIO,014074,VAL MASINO,821
2,2025,LOMBARDIA,SONDRIO,014071,VALDIDENTRO,4170
2,2025,LOMBARDIA,SONDRIO,014072,VALDISOTTO,3546
2,2025,LOMBARDIA,SONDRIO,014073,VALFURVA,2430
2,2025,LOMBARDIA,SONDRIO,014075,VERCEIA,1096
2,2025,LOMBARDIA,SONDRIO,014076,VERVIO,203
2,2025,LOMBARDIA,SONDRIO,014077,VILLA DI CHIAVENNA,973
2,2025,LOMBARDIA,SONDRIO,014078,VILLA DI TIRANO,3012
2,2025,LOMBARDIA,VARESE,012001,AGRA,387
2,2025,LOMBARDIA,VARESE,012002,ALBIZZATE,5190
2,2025,LOMBARDIA,VARESE,012003,ANGERA,5383
2,2025,LOMBARDIA,VARESE,012004,ARCISATE,9969
2,2025,LOMBARDIA,VARESE,012005,ARSAGO SEPRIO,4748
2,2025,LOMBARDIA,VARESE,012006,AZZATE,4713
2,2025,LOMBARDIA,VARESE,012007,AZZIO,759
2,2025,LOMBARDIA,VARESE,012008,BARASSO,1684
2,2025,LOMBARDIA,VARESE,012144,BARDELLO CON MALGESSO E BREGANO,3609
2,2025,LOMBARDIA,VARESE,012010,BEDERO VALCUVIA,658
2,2025,LOMBARDIA,VARESE,012011,BESANO,2545
2,2025,LOMBARDIA,VARESE,012012,BESNATE,5439
2,2025,LOMBARDIA,VARESE,012013,BESOZZO,8817
2,2025,LOMBARDIA,VARESE,012014,BIANDRONNO,3192
2,2025,LOMBARDIA,VARESE,012015,BISUSCHIO,4287
2,2025,LOMBARDIA,VARESE,012016,BODIO LOMNAGO,2250
2,2025,LOMBARDIA,VARESE,012017,BREBBIA,3151
2,2025,LOMBARDIA,VARESE,012019,BRENTA,1719
2,2025,LOMBARDIA,VARESE,012020,BREZZO DI BEDERO,1227
2,2025,LOMBARDIA,VARESE,012021,BRINZIO,771
2,2025,LOMBARDIA,VARESE,012022,BRISSAGO-VALTRAVAGLIA,1314
2,2025,LOMBARDIA,VARESE,012023,BRUNELLO,924
2,2025,LOMBARDIA,VARESE,012024,BRUSIMPIANO,1186
2,2025,LOMBARDIA,VARESE,012025,BUGUGGIATE,3101
2,2025,LOMBARDIA,VARESE,012026,BUSTO ARSIZIO,84492
2,2025,LOMBARDIA,VARESE,012027,CADEGLIANO-VICONAGO,2192
2,2025,LOMBARDIA,VARESE,012143,CADREZZATE CON OSMATE,2770
2,2025,LOMBARDIA,VARESE,012029,CAIRATE,7837
2,2025,LOMBARDIA,VARESE,012030,CANTELLO,4877
2,2025,LOMBARDIA,VARESE,012031,CARAVATE,2563
2,2025,LOMBARDIA,VARESE,012032,CARDANO AL CAMPO,14821
2,2025,LOMBARDIA,VARESE,012033,CARNAGO,6627
2,2025,LOMBARDIA,VARESE,012034,CARONNO PERTUSELLA,18553
2,2025,LOMBARDIA,VARESE,012035,CARONNO VARESINO,4826
2,2025,LOMBARDIA,VARESE,012036,CASALE LITTA,2790
2,2025,LOMBARDIA,VARESE,012037,CASALZUIGNO,1406
2,2025,LOMBARDIA,VARESE,012038,CASCIAGO,3595
2,2025,LOMBARDIA,VARESE,012039,CASORATE SEMPIONE,5632
2,2025,LOMBARDIA,VARESE,012040,CASSANO MAGNAGO,21411
2,2025,LOMBARDIA,VARESE,012041,CASSANO VALCUVIA,642
2,2025,LOMBARDIA,VARESE,012042,CASTELLANZA,13961
2,2025,LOMBARDIA,VARESE,012043,CASTELLO CABIAGLIO,565
2,2025,LOMBARDIA,VARESE,012044,CASTELSEPRIO,1341
2,2025,LOMBARDIA,VARESE,012045,CASTELVECCANA,1863
2,2025,LOMBARDIA,VARESE,012046,CASTIGLIONE OLONA,7511
2,2025,LOMBARDIA,VARESE,012047,CASTRONNO,5030
2,2025,LOMBARDIA,VARESE,012048,CAVARIA CON PREMEZZO,5762
2,2025,LOMBARDIA,VARESE,012049,CAZZAGO BRABBIA,785
2,2025,LOMBARDIA,VARESE,012050,CISLAGO,10505
2,2025,LOMBARDIA,VARESE,012051,CITTIGLIO,3837
2,2025,LOMBARDIA,VARESE,012052,CLIVIO,2010
2,2025,LOMBARDIA,VARESE,012053,COCQUIO-TREVISAGO,4661
2,2025,LOMBARDIA,VARESE,012054,COMABBIO,1198
2,2025,LOMBARDIA,VARESE,012055,COMERIO,2837
2,2025,LOMBARDIA,VARESE,012056,CREMENAGA,773
2,2025,LOMBARDIA,VARESE,012057,CROSIO DELLA VALLE,626
2,2025,LOMBARDIA,VARESE,012058,CUASSO AL MONTE,3524
2,2025,LOMBARDIA,VARESE,012059,CUGLIATE-FABIASCO,3179
2,2025,LOMBARDIA,VARESE,012060,CUNARDO,2947
2,2025,LOMBARDIA,VARESE,012061,CURIGLIA CON MONTEVIASCO,141
2,2025,LOMBARDIA,VARESE,012062,CUVEGLIO,3395
2,2025,LOMBARDIA,VARESE,012063,CUVIO,1748
2,2025,LOMBARDIA,VARESE,012064,DAVERIO,3033
2,2025,LOMBARDIA,VARESE,012065,DUMENZA,1470
2,2025,LOMBARDIA,VARESE,012066,DUNO,152
2,2025,LOMBARDIA,VARESE,012067,FAGNANO OLONA,12444
2,2025,LOMBARDIA,VARESE,012068,FERNO,6731
2,2025,LOMBARDIA,VARESE,012069,FERRERA DI VARESE,693
2,2025,LOMBARDIA,VARESE,012070,GALLARATE,53806
2,2025,LOMBARDIA,VARESE,012071,GALLIATE LOMBARDO,1040
2,2025,LOMBARDIA,VARESE,012072,GAVIRATE,9195
2,2025,LOMBARDIA,VARESE,012073,GAZZADA SCHIANNO,4630
2,2025,LOMBARDIA,VARESE,012074,GEMONIO,2865
2,2025,LOMBARDIA,VARESE,012075,GERENZANO,11007
2,2025,LOMBARDIA,VARESE,012076,GERMIGNAGA,3776
2,2025,LOMBARDIA,VARESE,012077,GOLASECCA,2641
2,2025,LOMBARDIA,VARESE,012078,GORLA MAGGIORE,4792
2,2025,LOMBARDIA,VARESE,012079,GORLA MINORE,8222
2,2025,LOMBARDIA,VARESE,012080,GORNATE OLONA,2197
2,2025,LOMBARDIA,VARESE,012081,GRANTOLA,1242
2,2025,LOMBARDIA,VARESE,012082,INARZO,1059
2,2025,LOMBARDIA,VARESE,012083,INDUNO OLONA,10493
2,2025,LOMBARDIA,VARESE,012084,ISPRA,5464
2,2025,LOMBARDIA,VARESE,012085,JERAGO CON ORAGO,5217
2,2025,LOMBARDIA,VARESE,012086,LAVENA PONTE TRESA,5821
2,2025,LOMBARDIA,VARESE,012087,LAVENO-MOMBELLO,8407
2,2025,LOMBARDIA,VARESE,012088,LEGGIUNO,3653
2,2025,LOMBARDIA,VARESE,012089,LONATE CEPPINO,5170
2,2025,LOMBARDIA,VARESE,012090,LONATE POZZOLO,11388
2,2025,LOMBARDIA,VARESE,012091,LOZZA,1195
2,2025,LOMBARDIA,VARESE,012092,LUINO,14278
2,2025,LOMBARDIA,VARESE,012093,LUVINATE,1357
2,2025,LOMBARDIA,VARESE,012142,MACCAGNO CON PINO E VEDDASCA,2360
2,2025,LOMBARDIA,VARESE,012096,MALNATE,16730
2,2025,LOMBARDIA,VARESE,012097,MARCHIROLO,3675
2,2025,LOMBARDIA,VARESE,012098,MARNATE,8208
2,2025,LOMBARDIA,VARESE,012099,MARZIO,311
2,2025,LOMBARDIA,VARESE,012100,MASCIAGO PRIMO,277
2,2025,LOMBARDIA,VARESE,012101,MERCALLO,1802
2,2025,LOMBARDIA,VARESE,012102,MESENZANA,1778
2,2025,LOMBARDIA,VARESE,012103,MONTEGRINO VALTRAVAGLIA,1536
2,2025,LOMBARDIA,VARESE,012104,MONVALLE,1909
2,2025,LOMBARDIA,VARESE,012105,MORAZZONE,4330
2,2025,LOMBARDIA,VARESE,012106,MORNAGO,4847
2,2025,LOMBARDIA,VARESE,012107,OGGIONA CON SANTO STEFANO,4361
2,2025,LOMBARDIA,VARESE,012108,OLGIATE OLONA,12829
2,2025,LOMBARDIA,VARESE,012109,ORIGGIO,8037
2,2025,LOMBARDIA,VARESE,012110,ORINO,840
2,2025,LOMBARDIA,VARESE,012113,PORTO CERESIO,2852
2,2025,LOMBARDIA,VARESE,012114,PORTO VALTRAVAGLIA,2319
2,2025,LOMBARDIA,VARESE,012115,RANCIO VALCUVIA,898
2,2025,LOMBARDIA,VARESE,012116,RANCO,1249
2,2025,LOMBARDIA,VARESE,012117,SALTRIO,3048
2,2025,LOMBARDIA,VARESE,012118,SAMARATE,16299
2,2025,LOMBARDIA,VARESE,012141,SANGIANO,1435
2,2025,LOMBARDIA,VARESE,012119,SARONNO,39155
2,2025,LOMBARDIA,VARESE,012120,SESTO CALENDE,11094
2,2025,LOMBARDIA,VARESE,012121,SOLBIATE ARNO,4039
2,2025,LOMBARDIA,VARESE,012122,SOLBIATE OLONA,5400
2,2025,LOMBARDIA,VARESE,012123,SOMMA LOMBARDO,18027
2,2025,LOMBARDIA,VARESE,012124,SUMIRAGO,6030
2,2025,LOMBARDIA,VARESE,012125,TAINO,3608
2,2025,LOMBARDIA,VARESE,012126,TERNATE,2533
2,2025,LOMBARDIA,VARESE,012127,TRADATE,19204
2,2025,LOMBARDIA,VARESE,012128,TRAVEDONA-MONATE,3876
2,2025,LOMBARDIA,VARESE,012129,TRONZANO LAGO MAGGIORE,219
2,2025,LOMBARDIA,VARESE,012130,UBOLDO,11105
2,2025,LOMBARDIA,VARESE,012131,VALGANNA,1600
2,2025,LOMBARDIA,VARESE,012132,VARANO BORGHI,2529
2,2025,LOMBARDIA,VARESE,012133,VARESE,79626
2,2025,LOMBARDIA,VARESE,012134,VEDANO OLONA,7488
2,2025,LOMBARDIA,VARESE,012136,VENEGONO INFERIORE,5932
2,2025,LOMBARDIA,VARESE,012137,VENEGONO SUPERIORE,7554
2,2025,LOMBARDIA,VARESE,012138,VERGIATE,8696
2,2025,LOMBARDIA,VARESE,012139,VIGGIÙ,5254
2,2025,LOMBARDIA,VARESE,012140,VIZZOLA TICINO,592
2,2025,MARCHE,ANCONA,042001,AGUGLIANO,4656
2,2025,MARCHE,ANCONA,042002,ANCONA,100667
2,2025,MARCHE,ANCONA,042003,ARCEVIA,4318
2,2025,MARCHE,ANCONA,042004,BARBARA,1273
2,2025,MARCHE,ANCONA,042005,BELVEDERE OSTRENSE,2082
2,2025,MARCHE,ANCONA,042006,CAMERANO,7029
2,2025,MARCHE,ANCONA,042007,CAMERATA PICENA,2504
2,2025,MARCHE,ANCONA,042008,CASTELBELLINO,4944
2,2025,MARCHE,ANCONA,042010,CASTELFIDARDO,18534
2,2025,MARCHE,ANCONA,042011,CASTELLEONE DI SUASA,1548
2,2025,MARCHE,ANCONA,042012,CASTELPLANIO,3610
2,2025,MARCHE,ANCONA,042013,CERRETO D'ESI,3400
2,2025,MARCHE,ANCONA,042014,CHIARAVALLE,14268
2,2025,MARCHE,ANCONA,042015,CORINALDO,4762
2,2025,MARCHE,ANCONA,042016,CUPRAMONTANA,4340
2,2025,MARCHE,ANCONA,042017,FABRIANO,28957
2,2025,MARCHE,ANCONA,042018,FALCONARA MARITTIMA,26143
2,2025,MARCHE,ANCONA,042019,FILOTTRANO,8863
2,2025,MARCHE,ANCONA,042020,GENGA,1654
2,2025,MARCHE,ANCONA,042021,JESI,39775
2,2025,MARCHE,ANCONA,042022,LORETO,13190
2,2025,MARCHE,ANCONA,042023,MAIOLATI SPONTINI,5954
2,2025,MARCHE,ANCONA,042024,MERGO,966
2,2025,MARCHE,ANCONA,042025,MONSANO,3244
2,2025,MARCHE,ANCONA,042029,MONTE ROBERTO,2990
2,2025,MARCHE,ANCONA,042030,MONTE SAN VITO,6697
2,2025,MARCHE,ANCONA,042026,MONTECAROTTO,1873
2,2025,MARCHE,ANCONA,042027,MONTEMARCIANO,9820
2,2025,MARCHE,ANCONA,042031,MORRO D'ALBA,1799
2,2025,MARCHE,ANCONA,042032,NUMANA,3771
2,2025,MARCHE,ANCONA,042033,OFFAGNA,2120
2,2025,MARCHE,ANCONA,042034,OSIMO,35004
2,2025,MARCHE,ANCONA,042035,OSTRA,6273
2,2025,MARCHE,ANCONA,042036,OSTRA VETERE,3080
2,2025,MARCHE,ANCONA,042037,POGGIO SAN MARCELLO,697
2,2025,MARCHE,ANCONA,042038,POLVERIGI,4584
2,2025,MARCHE,ANCONA,042040,ROSORA,1794
2,2025,MARCHE,ANCONA,042041,SAN MARCELLO,2019
2,2025,MARCHE,ANCONA,042042,SAN PAOLO DI JESI,910
2,2025,MARCHE,ANCONA,042043,SANTA MARIA NUOVA,3927
2,2025,MARCHE,ANCONA,042044,SASSOFERRATO,6804
2,2025,MARCHE,ANCONA,042045,SENIGALLIA,44053
2,2025,MARCHE,ANCONA,042046,SERRA DE' CONTI,3618
2,2025,MARCHE,ANCONA,042047,SERRA SAN QUIRICO,2546
2,2025,MARCHE,ANCONA,042048,SIROLO,4073
2,2025,MARCHE,ANCONA,042049,STAFFOLO,2211
2,2025,MARCHE,ANCONA,042050,TRECASTELLI,7625
2,2025,MARCHE,ASCOLI PICENO,044001,ACQUASANTA TERME,2419
2,2025,MARCHE,ASCOLI PICENO,044002,ACQUAVIVA PICENA,3603
2,2025,MARCHE,ASCOLI PICENO,044005,APPIGNANO DEL TRONTO,1643
2,2025,MARCHE,ASCOLI PICENO,044006,ARQUATA DEL TRONTO,924
2,2025,MARCHE,ASCOLI PICENO,044007,ASCOLI PICENO,45760
2,2025,MARCHE,ASCOLI PICENO,044010,CARASSAI,1015
2,2025,MARCHE,ASCOLI PICENO,044011,CASTEL DI LAMA,8422
2,2025,MARCHE,ASCOLI PICENO,044012,CASTIGNANO,2540
2,2025,MARCHE,ASCOLI PICENO,044013,CASTORANO,2271
2,2025,MARCHE,ASCOLI PICENO,044014,COLLI DEL TRONTO,3684
2,2025,MARCHE,ASCOLI PICENO,044015,COMUNANZA,2934
2,2025,MARCHE,ASCOLI PICENO,044016,COSSIGNANO,859
2,2025,MARCHE,ASCOLI PICENO,044017,CUPRA MARITTIMA,5398
2,2025,MARCHE,ASCOLI PICENO,044020,FOLIGNANO,8730
2,2025,MARCHE,ASCOLI PICENO,044021,FORCE,1093
2,2025,MARCHE,ASCOLI PICENO,044023,GROTTAMMARE,15964
2,2025,MARCHE,ASCOLI PICENO,044027,MALTIGNANO,2197
2,2025,MARCHE,ASCOLI PICENO,044029,MASSIGNANO,1605
2,2025,MARCHE,ASCOLI PICENO,044031,MONSAMPOLO DEL TRONTO,4402
2,2025,MARCHE,ASCOLI PICENO,044032,MONTALTO DELLE MARCHE,1835
2,2025,MARCHE,ASCOLI PICENO,044034,MONTEDINOVE,448
2,2025,MARCHE,ASCOLI PICENO,044036,MONTEFIORE DELL'ASO,1952
2,2025,MARCHE,ASCOLI PICENO,044038,MONTEGALLO,390
2,2025,MARCHE,ASCOLI PICENO,044044,MONTEMONACO,527
2,2025,MARCHE,ASCOLI PICENO,044045,MONTEPRANDONE,13139
2,2025,MARCHE,ASCOLI PICENO,044054,OFFIDA,4575
2,2025,MARCHE,ASCOLI PICENO,044056,PALMIANO,150
2,2025,MARCHE,ASCOLI PICENO,044063,RIPATRANSONE,4169
2,2025,MARCHE,ASCOLI PICENO,044064,ROCCAFLUVIONE,1847
2,2025,MARCHE,ASCOLI PICENO,044065,ROTELLA,781
2,2025,MARCHE,ASCOLI PICENO,044066,SAN BENEDETTO DEL TRONTO,47584
2,2025,MARCHE,ASCOLI PICENO,044071,SPINETOLI,7247
2,2025,MARCHE,ASCOLI PICENO,044073,VENAROTTA,1871
2,2025,MARCHE,FERMO,109001,ALTIDONA,3783
2,2025,MARCHE,FERMO,109002,AMANDOLA,3271
2,2025,MARCHE,FERMO,109003,BELMONTE PICENO,549
2,2025,MARCHE,FERMO,109004,CAMPOFILONE,1932
2,2025,MARCHE,FERMO,109005,FALERONE,3217
2,2025,MARCHE,FERMO,109006,FERMO,36055
2,2025,MARCHE,FERMO,109007,FRANCAVILLA D'ETE,912
2,2025,MARCHE,FERMO,109008,GROTTAZZOLINA,3273
2,2025,MARCHE,FERMO,109009,LAPEDONA,1155
2,2025,MARCHE,FERMO,109010,MAGLIANO DI TENNA,1390
2,2025,MARCHE,FERMO,109011,MASSA FERMANA,842
2,2025,MARCHE,FERMO,109012,MONSAMPIETRO MORICO,592
2,2025,MARCHE,FERMO,109013,MONTAPPONE,1551
2,2025,MARCHE,FERMO,109016,MONTE GIBERTO,738
2,2025,MARCHE,FERMO,109021,MONTE RINALDO,307
2,2025,MARCHE,FERMO,109023,MONTE SAN PIETRANGELI,2173
2,2025,MARCHE,FERMO,109024,MONTE URANO,7826
2,2025,MARCHE,FERMO,109025,MONTE VIDON COMBATTE,407
2,2025,MARCHE,FERMO,109026,MONTE VIDON CORRADO,679
2,2025,MARCHE,FERMO,109014,MONTEFALCONE APPENNINO,360
2,2025,MARCHE,FERMO,109015,MONTEFORTINO,1021
2,2025,MARCHE,FERMO,109017,MONTEGIORGIO,6279
2,2025,MARCHE,FERMO,109018,MONTEGRANARO,12506
2,2025,MARCHE,FERMO,109019,MONTELEONE DI FERMO,343
2,2025,MARCHE,FERMO,109020,MONTELPARO,691
2,2025,MARCHE,FERMO,109022,MONTERUBBIANO,1998
2,2025,MARCHE,FERMO,109027,MONTOTTONE,883
2,2025,MARCHE,FERMO,109028,MORESCO,531
2,2025,MARCHE,FERMO,109029,ORTEZZANO,737
2,2025,MARCHE,FERMO,109030,PEDASO,2874
2,2025,MARCHE,FERMO,109031,PETRITOLI,2130
2,2025,MARCHE,FERMO,109032,PONZANO DI FERMO,1615
2,2025,MARCHE,FERMO,109033,PORTO SAN GIORGIO,15737
2,2025,MARCHE,FERMO,109034,PORTO SANT'ELPIDIO,26119
2,2025,MARCHE,FERMO,109035,RAPAGNANO,1932
2,2025,MARCHE,FERMO,109037,SANT'ELPIDIO A MARE,16568
2,2025,MARCHE,FERMO,109036,SANTA VITTORIA IN MATENANO,1152
2,2025,MARCHE,FERMO,109038,SERVIGLIANO,2213
2,2025,MARCHE,FERMO,109039,SMERILLO,330
2,2025,MARCHE,FERMO,109040,TORRE SAN PATRIZIO,1813
2,2025,MARCHE,MACERATA,043002,APIRO,2032
2,2025,MARCHE,MACERATA,043003,APPIGNANO,4118
2,2025,MARCHE,MACERATA,043004,BELFORTE DEL CHIENTI,1860
2,2025,MARCHE,MACERATA,043005,BOLOGNOLA,152
2,2025,MARCHE,MACERATA,043006,CALDAROLA,1627
2,2025,MARCHE,MACERATA,043007,CAMERINO,6069
2,2025,MARCHE,MACERATA,043008,CAMPOROTONDO DI FIASTRONE,462
2,2025,MARCHE,MACERATA,043009,CASTELRAIMONDO,4315
2,2025,MARCHE,MACERATA,043010,CASTELSANTANGELO SUL NERA,212
2,2025,MARCHE,MACERATA,043011,CESSAPALOMBO,420
2,2025,MARCHE,MACERATA,043012,CINGOLI,9485
2,2025,MARCHE,MACERATA,043013,CIVITANOVA MARCHE,42496
2,2025,MARCHE,MACERATA,043014,COLMURANO,1124
2,2025,MARCHE,MACERATA,043015,CORRIDONIA,14706
2,2025,MARCHE,MACERATA,043016,ESANATOGLIA,1919
2,2025,MARCHE,MACERATA,043017,FIASTRA,610
2,2025,MARCHE,MACERATA,043019,FIUMINATA,1231
2,2025,MARCHE,MACERATA,043020,GAGLIOLE,516
2,2025,MARCHE,MACERATA,043021,GUALDO,705
2,2025,MARCHE,MACERATA,043022,LORO PICENO,2163
2,2025,MARCHE,MACERATA,043023,MACERATA,40912
2,2025,MARCHE,MACERATA,043024,MATELICA,9102
2,2025,MARCHE,MACERATA,043025,MOGLIANO,4273
2,2025,MARCHE,MACERATA,043027,MONTE CAVALLO,104
2,2025,MARCHE,MACERATA,043031,MONTE SAN GIUSTO,7433
2,2025,MARCHE,MACERATA,043032,MONTE SAN MARTINO,673
2,2025,MARCHE,MACERATA,043026,MONTECASSIANO,6714
2,2025,MARCHE,MACERATA,043028,MONTECOSARO,7402
2,2025,MARCHE,MACERATA,043029,MONTEFANO,3325
2,2025,MARCHE,MACERATA,043030,MONTELUPONE,3375
2,2025,MARCHE,MACERATA,043033,MORROVALLE,9861
2,2025,MARCHE,MACERATA,043034,MUCCIA,776
2,2025,MARCHE,MACERATA,043035,PENNA SAN GIOVANNI,912
2,2025,MARCHE,MACERATA,043036,PETRIOLO,1819
2,2025,MARCHE,MACERATA,043038,PIEVE TORINA,1246
2,2025,MARCHE,MACERATA,043039,PIORACO,941
2,2025,MARCHE,MACERATA,043040,POGGIO SAN VICINO,203
2,2025,MARCHE,MACERATA,043041,POLLENZA,6207
2,2025,MARCHE,MACERATA,043042,PORTO RECANATI,12772
2,2025,MARCHE,MACERATA,043043,POTENZA PICENA,15510
2,2025,MARCHE,MACERATA,043044,RECANATI,20726
2,2025,MARCHE,MACERATA,043045,RIPE SAN GINESIO,807
2,2025,MARCHE,MACERATA,043046,SAN GINESIO,3090
2,2025,MARCHE,MACERATA,043047,SAN SEVERINO MARCHE,11818
2,2025,MARCHE,MACERATA,043048,SANT'ANGELO IN PONTANO,1269
2,2025,MARCHE,MACERATA,043049,SARNANO,3054
2,2025,MARCHE,MACERATA,043050,SEFRO,439
2,2025,MARCHE,MACERATA,043051,SERRAPETRONA,864
2,2025,MARCHE,MACERATA,043052,SERRAVALLE DI CHIENTI,1056
2,2025,MARCHE,MACERATA,043053,TOLENTINO,17662
2,2025,MARCHE,MACERATA,043054,TREIA,9095
2,2025,MARCHE,MACERATA,043055,URBISAGLIA,2375
2,2025,MARCHE,MACERATA,043056,USSITA,353
2,2025,MARCHE,MACERATA,043058,VALFORNACE,877
2,2025,MARCHE,MACERATA,043057,VISSO,925
2,2025,MARCHE,PESARO E URBINO,041001,ACQUALAGNA,4156
2,2025,MARCHE,PESARO E URBINO,041002,APECCHIO,1678
2,2025,MARCHE,PESARO E URBINO,041005,BELFORTE ALL'ISAURO,741
2,2025,MARCHE,PESARO E URBINO,041006,BORGO PACE,512
2,2025,MARCHE,PESARO E URBINO,041007,CAGLI,8069
2,2025,MARCHE,PESARO E URBINO,041008,CANTIANO,1991
2,2025,MARCHE,PESARO E URBINO,041009,CARPEGNA,1697
2,2025,MARCHE,PESARO E URBINO,041010,CARTOCETO,8027
2,2025,MARCHE,PESARO E URBINO,041069,COLLI AL METAURO,12416
2,2025,MARCHE,PESARO E URBINO,041013,FANO,60133
2,2025,MARCHE,PESARO E URBINO,041014,FERMIGNANO,8295
2,2025,MARCHE,PESARO E URBINO,041015,FOSSOMBRONE,9098
2,2025,MARCHE,PESARO E URBINO,041016,FRATTE ROSA,833
2,2025,MARCHE,PESARO E URBINO,041017,FRONTINO,298
2,2025,MARCHE,PESARO E URBINO,041018,FRONTONE,1201
2,2025,MARCHE,PESARO E URBINO,041019,GABICCE MARE,5468
2,2025,MARCHE,PESARO E URBINO,041020,GRADARA,4885
2,2025,MARCHE,PESARO E URBINO,041021,ISOLA DEL PIANO,526
2,2025,MARCHE,PESARO E URBINO,041022,LUNANO,1432
2,2025,MARCHE,PESARO E URBINO,041023,MACERATA FELTRIA,1915
2,2025,MARCHE,PESARO E URBINO,041025,MERCATELLO SUL METAURO,1334
2,2025,MARCHE,PESARO E URBINO,041026,MERCATINO CONCA,1061
2,2025,MARCHE,PESARO E URBINO,041027,MOMBAROCCIO,2147
2,2025,MARCHE,PESARO E URBINO,041028,MONDAVIO,3634
2,2025,MARCHE,PESARO E URBINO,041029,MONDOLFO,14423
2,2025,MARCHE,PESARO E URBINO,041031,MONTE CERIGNONE,574
2,2025,MARCHE,PESARO E URBINO,041035,MONTE GRIMANO TERME,1166
2,2025,MARCHE,PESARO E URBINO,041038,MONTE PORZIO,2849
2,2025,MARCHE,PESARO E URBINO,041030,MONTECALVO IN FOGLIA,2738
2,2025,MARCHE,PESARO E URBINO,041034,MONTEFELCINO,2452
2,2025,MARCHE,PESARO E URBINO,041036,MONTELABBATE,7031
2,2025,MARCHE,PESARO E URBINO,041041,PEGLIO,649
2,2025,MARCHE,PESARO E URBINO,041043,PERGOLA,5780
2,2025,MARCHE,PESARO E URBINO,041044,PESARO,95436
2,2025,MARCHE,PESARO E URBINO,041045,PETRIANO,2801
2,2025,MARCHE,PESARO E URBINO,041047,PIANDIMELETO,2088
2,2025,MARCHE,PESARO E URBINO,041048,PIETRARUBBIA,609
2,2025,MARCHE,PESARO E URBINO,041049,PIOBBICO,1807
2,2025,MARCHE,PESARO E URBINO,041051,SAN COSTANZO,4600
2,2025,MARCHE,PESARO E URBINO,041054,SAN LORENZO IN CAMPO,3195
2,2025,MARCHE,PESARO E URBINO,041057,SANT'ANGELO IN VADO,3894
2,2025,MARCHE,PESARO E URBINO,041058,SANT'IPPOLITO,1486
2,2025,MARCHE,PESARO E URBINO,041071,SASSOCORVARO AUDITORE,4909
2,2025,MARCHE,PESARO E URBINO,041061,SERRA SANT'ABBONDIO,860
2,2025,MARCHE,PESARO E URBINO,041064,TAVOLETO,823
2,2025,MARCHE,PESARO E URBINO,041065,TAVULLIA,8010
